epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,55987.8,2.26566,1.7644,2.58264,2.37823,0.15619,0.5,0.25308,0.07904,0.00067,0.16667,0.00087,9e-05,3.05794,1.6586,3.58235,2.65798,0.000610789,0.000610789,0.000610789
130,56091.9,2.63008,2.29541,2.70915,2.55138,0.21194,0.27413,0.25321,0.0787,0.00067,0.16667,0.00106,0.0003,3.06119,1.66979,3.40557,2.71013,0.000602537,0.000602537,0.000602537
131,56201,2.49005,2.22245,2.69221,2.40703,0.21194,0.27413,0.25321,0.0787,0.00067,0.16667,0.00106,0.0003,3.06119,1.66979,3.40557,2.71013,0.000594286,0.000594286,0.000594286
132,56303.1,2.3744,1.93717,2.4872,2.33584,0.03753,0.5,0.39646,0.08264,0.00212,0.5,0.00527,0.00075,3.10571,1.699,3.18105,2.72231,0.000586034,0.000586034,0.000586034
133,56403.9,2.36675,1.8524,2.53376,2.49703,0.02079,0.5,0.27174,0.06373,0.00219,0.5,0.0049,0.00058,3.10707,1.75314,3.02272,2.74093,0.000577782,0.000577782,0.000577782
134,56506.6,2.40407,1.87745,2.63173,2.39414,0.02079,0.5,0.27174,0.06373,0.00219,0.5,0.0049,0.00058,3.10707,1.75314,3.02272,2.74093,0.000569531,0.000569531,0.000569531
135,56612,2.49855,2.24823,2.86392,2.47715,0.00599,1,0.06972,0.01744,0.002,0.33333,0.00323,0.00043,3.05529,1.72214,3.00994,2.70966,0.000561279,0.000561279,0.000561279
136,56727.2,2.45334,2.03159,2.5288,2.3227,0.00599,1,0.06972,0.01744,0.002,0.33333,0.00323,0.00043,3.05529,1.72214,3.00994,2.70966,0.000553027,0.000553027,0.000553027
137,56838.1,2.39794,1.84718,2.5346,2.40319,0.02796,0.5,0.32779,0.08437,0.00175,0.33333,0.00127,0.00013,3.02073,1.75122,2.80526,2.66659,0.000544776,0.000544776,0.000544776
138,56950.6,2.43849,1.95041,2.72533,2.4581,0.35613,0.5,0.38722,0.10785,0,0,0,0,2.93499,1.74831,2.61473,2.63015,0.000536524,0.000536524,0.000536524
139,57077.1,2.61283,2.0907,2.60657,2.53779,0.35613,0.5,0.38722,0.10785,0,0,0,0,2.93499,1.74831,2.61473,2.63015,0.000528272,0.000528272,0.000528272
